






Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Counter,AbsTime
0.68327,2,1553,196610,8,6d,0c,0a,46,e5,01,c4,61,280,2024-11-16 12:24:15
0.68564,2,1554,196610,8,04,d8,10,48,2f,08,59,81,281,2024-11-16 12:24:15
0.68577,2,1555,196610,8,00,00,80,fb,f3,04,ea,e5,282,2024-11-16 12:24:15
0.68609,2,259,196610,8,e3,0c,7c,07,23,0e,00,0d,283,2024-11-16 12:24:15
0.68620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,284,2024-11-16 12:24:15
0.69009,2,259,196610,8,e3,0c,7d,07,22,0e,00,0d,285,2024-11-16 12:24:15
0.69409,2,259,196610,8,e3,0c,7c,07,23,0e,00,0d,286,2024-11-16 12:24:15
0.69423,2,1552,196610,8,af,03,00,f4,d1,00,85,c3,287,2024-11-16 12:24:15
0.69436,2,1553,196610,8,a7,0f,0a,52,e3,01,2c,65,288,2024-11-16 12:24:15
0.69607,2,101,196610,8,6a,bc,73,46,0d,25,17,44,289,2024-11-16 12:24:15
0.69665,2,1554,196610,8,20,da,10,5f,30,08,80,7f,290,2024-11-16 12:24:15
0.69679,2,1555,196610,8,00,00,80,43,ef,04,04,e7,291,2024-11-16 12:24:15
0.69809,2,259,196610,8,e3,0c,7d,07,22,0e,fe,0c,292,2024-11-16 12:24:15
0.70209,2,259,196610,8,e3,0c,7c,07,24,0e,ff,0c,293,2024-11-16 12:24:15
0.70513,2,1552,196610,8,15,05,00,8f,cf,00,2f,cd,294,2024-11-16 12:24:15
0.70527,2,1553,196610,8,12,10,0a,4b,e8,01,e6,65,295,2024-11-16 12:24:15
0.70609,2,259,196610,8,e3,0c,7d,07,23,0e,00,0d,296,2024-11-16 12:24:15
0.70620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,297,2024-11-16 12:24:15
0.70767,2,1554,196610,8,9d,d9,10,bb,2a,08,5a,7f,298,2024-11-16 12:24:15
0.70781,2,1555,196610,8,00,00,80,89,f6,04,17,ea,299,2024-11-16 12:24:15
0.71009,2,259,196610,8,e4,0c,7c,07,23,0e,ff,0c,300,2024-11-16 12:24:15
0.71409,2,259,196610,8,e2,0c,7c,07,24,0e,ff,0c,301,2024-11-16 12:24:15
0.71608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,302,2024-11-16 12:24:15
0.71621,2,1552,196610,8,46,09,00,42,d5,00,ca,e4,303,2024-11-16 12:24:15
0.71634,2,1553,196610,8,a7,0f,0a,66,e6,01,a2,65,304,2024-11-16 12:24:15
0.71809,2,259,196610,8,e3,0c,7c,07,22,0e,fe,0c,305,2024-11-16 12:24:15
0.71869,2,1554,196610,8,40,db,10,6b,2e,08,8b,83,306,2024-11-16 12:24:15
0.71883,2,1555,196610,8,00,00,80,4c,f2,04,53,e7,307,2024-11-16 12:24:15
0.72209,2,259,196610,8,e3,0c,7d,07,23,0e,fe,0c,308,2024-11-16 12:24:15
0.72609,2,259,196610,8,e3,0c,7d,07,23,0e,ff,0c,309,2024-11-16 12:24:15
0.72620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,310,2024-11-16 12:24:15
0.72713,2,1552,196610,8,30,03,00,04,d1,00,07,e1,311,2024-11-16 12:24:15
0.72727,2,1553,196610,8,4c,0c,0a,30,e6,01,1d,67,312,2024-11-16 12:24:15
0.72971,2,1554,196610,8,5e,d7,10,fb,2c,08,3b,83,313,2024-11-16 12:24:15
0.72985,2,1555,196610,8,00,00,80,85,f8,04,18,e9,314,2024-11-16 12:24:15
0.73009,2,259,196610,8,e3,0c,7d,07,22,0e,fe,0c,315,2024-11-16 12:24:15
0.73409,2,259,196610,8,e3,0c,7d,07,24,0e,fe,0c,316,2024-11-16 12:24:15
0.73608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,317,2024-11-16 12:24:15
0.73809,2,259,196610,8,e4,0c,7c,07,22,0e,ff,0c,318,2024-11-16 12:24:15
0.73823,2,1552,196610,8,f0,04,00,0e,d2,00,e7,ed,319,2024-11-16 12:24:15
0.73836,2,1553,196610,8,69,0f,0a,07,e7,01,0c,64,320,2024-11-16 12:24:15
0.74073,2,1554,196610,8,55,dc,10,05,31,08,9d,7f,321,2024-11-16 12:24:15
0.74087,2,1555,196610,8,00,00,80,51,f3,04,13,e7,322,2024-11-16 12:24:15
0.74209,2,259,196610,8,e4,0c,7e,07,23,0e,ff,0c,323,2024-11-16 12:24:15
0.74609,2,259,196610,8,e4,0c,7e,07,22,0e,00,0d,324,2024-11-16 12:24:15
0.74620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,325,2024-11-16 12:24:15
0.74913,2,1552,196610,8,98,05,00,01,d1,00,20,f3,326,2024-11-16 12:24:15
0.74927,2,1553,196610,8,cd,0c,0a,0e,e8,01,49,64,327,2024-11-16 12:24:15
0.75009,2,259,196610,8,e4,0c,7c,07,22,0e,ff,0c,328,2024-11-16 12:24:15
0.75175,2,1554,196610,8,bd,d9,10,26,31,08,8b,83,329,2024-11-16 12:24:15
0.75188,2,1555,196610,8,00,00,80,df,f8,04,26,eb,330,2024-11-16 12:24:15
0.75409,2,259,196610,8,e4,0c,7e,07,24,0e,fe,0c,331,2024-11-16 12:24:15
0.75608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,332,2024-11-16 12:24:15
0.75809,2,259,196610,8,e3,0c,7d,07,23,0e,fe,0c,333,2024-11-16 12:24:15
0.76013,2,1552,196610,8,0e,04,00,64,d3,00,8e,01,334,2024-11-16 12:24:15
0.76026,2,1553,196610,8,fe,0e,0a,4a,e3,01,19,68,335,2024-11-16 12:24:15
0.76209,2,259,196610,8,e4,0c,7e,07,22,0e,00,0d,336,2024-11-16 12:24:15
0.76277,2,1554,196610,8,0f,d5,10,33,2e,08,77,82,337,2024-11-16 12:24:15
0.76290,2,1555,196610,8,00,00,80,4e,f6,04,13,e7,338,2024-11-16 12:24:15
0.76609,2,259,196610,8,e4,0c,7e,07,22,0e,fe,0c,339,2024-11-16 12:24:15
0.76621,2,101,196610,8,6a,bc,73,46,0d,25,17,44,340,2024-11-16 12:24:15
0.77009,2,259,196610,8,e5,0c,7d,07,22,0e,ff,0c,341,2024-11-16 12:24:15
0.77113,2,1552,196610,8,be,04,00,c7,d3,00,6f,08,342,2024-11-16 12:24:15
0.77126,2,1553,196610,8,3c,0d,0a,01,e5,01,76,62,343,2024-11-16 12:24:15
0.77378,2,1554,196610,8,d7,d8,10,39,31,08,90,82,344,2024-11-16 12:24:15
0.77392,2,1555,196610,8,00,00,80,ce,f9,04,6c,ec,345,2024-11-16 12:24:15
0.77409,2,259,196610,8,e3,0c,7e,07,23,0e,ff,0c,346,2024-11-16 12:24:15
0.77608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,347,2024-11-16 12:24:15
0.77809,2,259,196610,8,e5,0c,7e,07,22,0e,ff,0c,348,2024-11-16 12:24:15
0.78209,2,259,196610,8,e4,0c,7e,07,23,0e,00,0d,349,2024-11-16 12:24:15
0.78223,2,1552,196610,8,c8,06,00,a6,d2,00,5d,11,350,2024-11-16 12:24:15
0.78236,2,1553,196610,8,f5,13,0a,7d,e6,01,2a,66,351,2024-11-16 12:24:15
0.78480,2,1554,196610,8,9d,d9,10,39,31,08,06,89,352,2024-11-16 12:24:15
0.78494,2,1555,196610,8,00,00,80,b4,f7,04,a3,ec,353,2024-11-16 12:24:15
0.78609,2,259,196610,8,e5,0c,7e,07,23,0e,ff,0c,354,2024-11-16 12:24:15
0.78620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,355,2024-11-16 12:24:15
0.79009,2,259,196610,8,e6,0c,7d,07,23,0e,fe,0c,356,2024-11-16 12:24:15
0.79313,2,1552,196610,8,eb,04,00,a6,d2,00,6f,24,357,2024-11-16 12:24:15
0.79326,2,1553,196610,8,a9,0d,0a,07,e7,01,2c,67,358,2024-11-16 12:24:15
0.79409,2,259,196610,8,e5,0c,7e,07,22,0e,00,0d,359,2024-11-16 12:24:15
0.79582,2,1554,196610,8,41,dd,10,81,2e,08,4f,83,360,2024-11-16 12:24:15
0.79596,2,1555,196610,8,00,00,80,3d,f6,04,99,eb,361,2024-11-16 12:24:15
0.79608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,362,2024-11-16 12:24:15
0.79809,2,259,196610,8,e5,0c,7d,07,23,0e,00,0d,363,2024-11-16 12:24:15
0.80209,2,259,196610,8,e5,0c,7e,07,21,0e,00,0d,364,2024-11-16 12:24:15
0.80413,2,1552,196610,8,ed,05,00,5f,d4,00,b2,2d,365,2024-11-16 12:24:15
0.80427,2,1553,196610,8,b0,0e,0a,86,e8,01,df,63,366,2024-11-16 12:24:15
0.80609,2,259,196610,8,e6,0c,7e,07,22,0e,ff,0c,367,2024-11-16 12:24:15
0.80620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,368,2024-11-16 12:24:15
0.80684,2,1554,196610,8,dc,d9,10,6f,2b,08,5a,7f,369,2024-11-16 12:24:15
0.80697,2,1555,196610,8,00,00,80,52,f8,04,a6,ee,370,2024-11-16 12:24:15
0.81009,2,259,196610,8,e5,0c,7d,07,22,0e,fd,0c,371,2024-11-16 12:24:15
0.81409,2,259,196610,8,e5,0c,7e,07,22,0e,00,0d,372,2024-11-16 12:24:15
0.81513,2,1552,196610,8,7c,06,00,a5,d1,00,9c,3d,373,2024-11-16 12:24:15
0.81526,2,1553,196610,8,84,0d,0a,a2,e5,01,3d,64,374,2024-11-16 12:24:15
0.81608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,375,2024-11-16 12:24:15
0.81786,2,1554,196610,8,a2,dd,10,6f,2e,08,fa,80,376,2024-11-16 12:24:15
0.81799,2,1555,196610,8,00,00,80,e8,f7,04,b1,e8,377,2024-11-16 12:24:15
0.81811,2,259,196610,8,e5,0c,7d,07,23,0e,fd,0c,378,2024-11-16 12:24:15
0.82209,2,259,196610,8,e6,0c,7d,07,22,0e,fe,0c,379,2024-11-16 12:24:15
0.82609,2,259,196610,8,e6,0c,7d,07,22,0e,fe,0c,380,2024-11-16 12:24:15
0.82621,2,101,196610,8,6a,bc,73,46,0d,25,17,44,381,2024-11-16 12:24:15
0.82634,2,1552,196610,8,dc,03,00,07,d0,00,2c,46,382,2024-11-16 12:24:15
0.82887,2,1554,196610,8,8a,de,10,51,2f,08,a7,88,383,2024-11-16 12:24:15
0.82901,2,1555,196610,8,00,00,80,cb,f7,04,e3,ef,384,2024-11-16 12:24:15
0.83009,2,259,196610,8,e4,0c,7d,07,23,0e,ff,0c,385,2024-11-16 12:24:15
0.83409,2,259,196610,8,e5,0c,7f,07,23,0e,fe,0c,386,2024-11-16 12:24:15
0.83608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,387,2024-11-16 12:24:15
0.83713,2,1552,196610,8,eb,04,00,0e,d2,00,ed,46,388,2024-11-16 12:24:15
0.83727,2,1553,196610,8,a7,0f,0a,ed,e6,01,96,66,389,2024-11-16 12:24:15
0.83809,2,259,196610,8,e6,0c,7f,07,23,0e,fe,0c,390,2024-11-16 12:24:15
0.83989,2,1554,196610,8,b0,d6,10,e0,2e,08,5c,8c,391,2024-11-16 12:24:15
0.84003,2,1555,196610,8,00,00,80,ab,f3,04,51,ec,392,2024-11-16 12:24:15
0.84209,2,259,196610,8,e4,0c,7e,07,22,0e,fe,0c,393,2024-11-16 12:24:15
0.84609,2,259,196610,8,e4,0c,7e,07,22,0e,fd,0c,394,2024-11-16 12:24:15
0.84620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,395,2024-11-16 12:24:15
0.84813,2,1552,196610,8,82,05,00,f3,d0,00,b6,48,396,2024-11-16 12:24:15
0.84827,2,1553,196610,8,a0,11,0a,7f,e6,01,96,66,397,2024-11-16 12:24:15
0.85009,2,259,196610,8,e6,0c,7d,07,22,0e,ff,0c,398,2024-11-16 12:24:15
0.85027,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,399,2024-11-16 12:24:15
0.85091,2,1554,196610,8,b4,dd,10,27,30,08,b5,80,400,2024-11-16 12:24:15
0.85105,2,1555,196610,8,00,00,80,ce,f9,04,2e,f1,401,2024-11-16 12:24:15
0.85409,2,259,196610,8,e6,0c,7e,07,22,0e,ff,0c,402,2024-11-16 12:24:15
0.85525,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,403,2024-11-16 12:24:15
0.85608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,404,2024-11-16 12:24:15
0.85809,2,259,196610,8,e5,0c,7f,07,23,0e,ff,0c,405,2024-11-16 12:24:15
0.85913,2,1552,196610,8,c8,06,00,a5,d0,00,ff,56,406,2024-11-16 12:24:15
0.85927,2,1553,196610,8,a1,0f,0a,cc,e8,01,92,68,407,2024-11-16 12:24:15
0.86024,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,408,2024-11-16 12:24:15
0.86193,2,1554,196610,8,8f,dd,10,81,2f,08,89,8b,409,2024-11-16 12:24:15
0.86207,2,1555,196610,8,00,00,80,af,f6,04,2f,f3,410,2024-11-16 12:24:15
0.86218,2,259,196610,8,e5,0c,7e,07,23,0e,fe,0c,411,2024-11-16 12:24:15
0.86523,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,412,2024-11-16 12:24:15
0.86609,2,259,196610,8,e6,0c,7e,07,22,0e,fe,0c,413,2024-11-16 12:24:15
0.86621,2,101,196610,8,6a,bc,73,46,0d,25,17,44,414,2024-11-16 12:24:15
0.87009,2,259,196610,8,e6,0c,7f,07,25,0e,02,0d,415,2024-11-16 12:24:15
0.87023,2,1552,196610,8,15,05,00,eb,d2,00,01,56,416,2024-11-16 12:24:15
0.87031,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,417,2024-11-16 12:24:15
0.87295,2,1554,196610,8,a3,df,10,27,2f,08,30,86,418,2024-11-16 12:24:15
0.87309,2,1555,196610,8,00,00,80,e2,f6,04,75,f4,419,2024-11-16 12:24:15
0.87409,2,259,196610,8,e5,0c,7e,07,23,0e,fe,0c,420,2024-11-16 12:24:15
0.87521,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,421,2024-11-16 12:24:15
0.87608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,422,2024-11-16 12:24:15
0.87809,2,259,196610,8,e6,0c,7e,07,23,0e,ff,0c,423,2024-11-16 12:24:15
0.88020,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,424,2024-11-16 12:24:15
0.88113,2,1552,196610,8,bb,03,00,eb,d2,00,2c,72,425,2024-11-16 12:24:15
0.88127,2,1553,196610,8,2b,0e,0a,0b,e6,01,be,66,426,2024-11-16 12:24:15
0.88209,2,259,196610,8,e7,0c,7e,07,23,0e,ff,0c,427,2024-11-16 12:24:15
0.88397,2,1554,196610,8,f7,d9,10,eb,2f,08,5c,87,428,2024-11-16 12:24:15
0.88411,2,1555,196610,8,00,00,80,64,f9,04,5e,f3,429,2024-11-16 12:24:15
0.88519,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,430,2024-11-16 12:24:15
0.88609,2,259,196610,8,e6,0c,7f,07,22,0e,00,0d,431,2024-11-16 12:24:15
0.88621,2,101,196610,8,6a,bc,73,46,0d,25,17,44,432,2024-11-16 12:24:15
0.89009,2,259,196610,8,e6,0c,7f,07,24,0e,fe,0c,433,2024-11-16 12:24:15
0.89019,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,434,2024-11-16 12:24:15
0.89213,2,1552,196610,8,eb,04,00,1e,d1,00,96,7b,435,2024-11-16 12:24:15
0.89227,2,1553,196610,8,3b,10,0a,cc,e8,01,60,65,436,2024-11-16 12:24:15
0.89409,2,259,196610,8,e6,0c,7e,07,22,0e,fe,0c,437,2024-11-16 12:24:15
0.89499,2,1554,196610,8,57,df,10,b8,2e,08,b5,80,438,2024-11-16 12:24:15
0.89512,2,1555,196610,8,00,00,80,5c,f9,04,d1,f2,439,2024-11-16 12:24:15
0.89520,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,440,2024-11-16 12:24:15
0.89608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,441,2024-11-16 12:24:15
0.89809,2,259,196610,8,e5,0c,7d,07,23,0e,ff,0c,442,2024-11-16 12:24:15
0.90016,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,443,2024-11-16 12:24:15
0.90209,2,259,196610,8,e6,0c,7f,07,23,0e,fe,0c,444,2024-11-16 12:24:15
0.90313,2,1552,196610,8,af,03,00,43,d5,00,1e,85,445,2024-11-16 12:24:15
0.90327,2,1553,196610,8,3c,0d,0a,7f,e6,01,9f,68,446,2024-11-16 12:24:15
0.90517,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,447,2024-11-16 12:24:15
0.90601,2,1554,196610,8,4d,de,10,b0,2d,08,7b,86,448,2024-11-16 12:24:15
0.90612,2,259,196610,8,e6,0c,7e,07,23,0e,ff,0c,449,2024-11-16 12:24:15
0.90623,2,101,196610,8,6a,bc,73,46,0d,25,17,44,450,2024-11-16 12:24:15
0.91009,2,259,196610,8,e6,0c,7f,07,23,0e,ff,0c,451,2024-11-16 12:24:15
0.91409,2,259,196610,8,e7,0c,7f,07,22,0e,ff,0c,452,2024-11-16 12:24:15
0.91423,2,1552,196610,8,0e,04,00,78,d0,00,01,93,453,2024-11-16 12:24:15
0.91436,2,1553,196610,8,17,11,0a,c5,e8,01,92,68,454,2024-11-16 12:24:15
0.91608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,455,2024-11-16 12:24:15
0.91703,2,1554,196610,8,d3,de,10,3e,32,08,34,8a,456,2024-11-16 12:24:15
0.91716,2,1555,196610,8,00,00,80,a8,f7,04,81,f8,457,2024-11-16 12:24:15
0.91809,2,259,196610,8,e6,0c,7e,07,22,0e,00,0d,458,2024-11-16 12:24:15
0.91817,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,459,2024-11-16 12:24:15
0.92209,2,259,196610,8,e6,0c,7f,07,23,0e,ff,0c,460,2024-11-16 12:24:15
0.92513,2,1552,196610,8,af,03,00,07,d0,00,ae,99,461,2024-11-16 12:24:15
0.92527,2,1553,196610,8,f8,0e,0a,ac,e5,01,92,68,462,2024-11-16 12:24:15
0.92609,2,259,196610,8,e5,0c,7f,07,23,0e,ff,0c,463,2024-11-16 12:24:15
0.92620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,464,2024-11-16 12:24:15
0.92804,2,1554,196610,8,23,de,10,27,30,08,fe,85,465,2024-11-16 12:24:15
0.92818,2,1555,196610,8,00,00,80,5d,f7,04,8b,f5,466,2024-11-16 12:24:15
0.93009,2,259,196610,8,e8,0c,7f,07,23,0e,fe,0c,467,2024-11-16 12:24:15
0.93409,2,259,196610,8,e7,0c,7f,07,22,0e,fd,0c,468,2024-11-16 12:24:15
0.93608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,469,2024-11-16 12:24:15
0.93621,2,1552,196610,8,35,05,00,0e,d2,00,33,aa,470,2024-11-16 12:24:15
0.93635,2,1553,196610,8,fe,0e,0a,86,e8,01,d5,66,471,2024-11-16 12:24:15
0.93809,2,259,196610,8,e6,0c,7f,07,23,0e,00,0d,472,2024-11-16 12:24:15
0.93907,2,1554,196610,8,cf,dd,10,63,30,08,1d,8a,473,2024-11-16 12:24:15
0.93920,2,1555,196610,8,00,00,80,9a,fa,04,d2,f1,474,2024-11-16 12:24:15
0.94209,2,259,196610,8,e6,0c,7f,07,23,0e,00,0d,475,2024-11-16 12:24:15
0.94609,2,259,196610,8,e6,0c,7e,07,23,0e,fe,0c,476,2024-11-16 12:24:15
0.94620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,477,2024-11-16 12:24:15
0.94713,2,1552,196610,8,f9,04,00,8e,d1,00,55,b5,478,2024-11-16 12:24:15
0.94727,2,1553,196610,8,d8,11,0a,04,e7,01,22,68,479,2024-11-16 12:24:15
0.95008,2,1554,196610,8,8e,de,10,85,2f,08,83,84,480,2024-11-16 12:24:15
0.95020,2,259,196610,8,e6,0c,7f,07,23,0e,fe,0c,481,2024-11-16 12:24:15
0.95316,2,336,196610,8,01,00,a5,a5,a5,a5,a5,a5,482,2024-11-16 12:24:15
0.95409,2,259,196610,8,e7,0c,7f,07,22,0e,00,0d,483,2024-11-16 12:24:15
0.95608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,484,2024-11-16 12:24:15
0.95809,2,259,196610,8,e7,0c,7e,07,23,0e,fd,0c,485,2024-11-16 12:24:15
0.95823,2,1552,196610,8,7b,07,00,77,d4,00,c6,b5,486,2024-11-16 12:24:15
0.95836,2,1553,196610,8,a1,0f,0a,30,e6,01,0a,64,487,2024-11-16 12:24:15
0.96111,2,1554,196610,8,a8,de,10,3b,35,08,34,8a,488,2024-11-16 12:24:15
0.96124,2,1555,196610,8,00,00,80,ba,fa,04,ac,f2,489,2024-11-16 12:24:15
0.96209,2,259,196610,8,e7,0c,7f,07,23,0e,fd,0c,490,2024-11-16 12:24:15
0.96609,2,259,196610,8,e6,0c,7e,07,23,0e,ff,0c,491,2024-11-16 12:24:15
0.96620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,492,2024-11-16 12:24:15
0.96913,2,1552,196610,8,93,04,00,0c,d0,00,9b,c4,493,2024-11-16 12:24:15
0.96927,2,1553,196610,8,1f,0f,0a,e3,e8,01,92,68,494,2024-11-16 12:24:15
0.97009,2,259,196610,8,e6,0c,7e,07,22,0e,ff,0c,495,2024-11-16 12:24:15
0.97213,2,1554,196610,8,2f,de,10,c7,33,08,e1,83,496,2024-11-16 12:24:15
0.97227,2,1555,196610,8,00,00,80,7a,f9,04,28,f4,497,2024-11-16 12:24:15
0.97409,2,259,196610,8,e7,0c,7e,07,22,0e,ff,0c,498,2024-11-16 12:24:15
0.97608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,499,2024-11-16 12:24:15
0.97809,2,259,196610,8,e7,0c,7f,07,23,0e,fd,0c,500,2024-11-16 12:24:15
0.98013,2,1552,196610,8,dc,03,00,ad,d2,00,6e,cc,501,2024-11-16 12:24:15
0.98027,2,1553,196610,8,fe,0e,0a,01,e5,01,17,66,502,2024-11-16 12:24:15
0.98209,2,259,196610,8,e8,0c,7e,07,23,0e,fe,0c,503,2024-11-16 12:24:15
0.98315,2,1554,196610,8,81,de,10,aa,32,08,e9,83,504,2024-11-16 12:24:15
0.98329,2,1555,196610,8,00,00,80,5f,f7,04,50,f2,505,2024-11-16 12:24:15
0.98609,2,259,196610,8,e8,0c,7f,07,22,0e,ff,0c,506,2024-11-16 12:24:15
0.98620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,507,2024-11-16 12:24:15
0.99009,2,259,196610,8,e7,0c,7f,07,24,0e,00,0d,508,2024-11-16 12:24:15
0.99113,2,1552,196610,8,0e,04,00,fc,d3,00,51,c7,509,2024-11-16 12:24:15
0.99127,2,1553,196610,8,c8,0c,0a,0b,e6,01,db,69,510,2024-11-16 12:24:15
0.99409,2,259,196610,8,e7,0c,7f,07,22,0e,ff,0c,511,2024-11-16 12:24:15
0.99422,2,1554,196610,8,c8,de,10,85,31,08,5c,87,512,2024-11-16 12:24:15
0.99436,2,1555,196610,8,00,00,80,53,f8,04,a9,f2,513,2024-11-16 12:24:15
0.99608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,514,2024-11-16 12:24:15
0.99809,2,259,196610,8,e7,0c,7f,07,23,0e,ff,0c,515,2024-11-16 12:24:15
1.00209,2,259,196610,8,e7,0c,7f,07,23,0e,00,0d,516,2024-11-16 12:24:15
1.00222,2,1552,196610,8,35,07,00,ce,d3,00,74,cb,517,2024-11-16 12:24:15
1.00236,2,1553,196610,8,a1,0f,0a,37,e3,01,b0,68,518,2024-11-16 12:24:15
1.00519,2,1554,196610,8,4e,de,10,85,2f,08,8e,87,519,2024-11-16 12:24:15
1.00533,2,1555,196610,8,00,00,80,8f,f8,04,d5,f3,520,2024-11-16 12:24:15
1.00609,2,259,196610,8,e6,0c,7f,07,23,0e,00,0d,521,2024-11-16 12:24:15
1.00620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,522,2024-11-16 12:24:15
1.01009,2,259,196610,8,e7,0c,7f,07,23,0e,ff,0c,523,2024-11-16 12:24:15
1.01313,2,1552,196610,8,8a,04,00,a6,d2,00,c7,c1,524,2024-11-16 12:24:15
1.01327,2,1553,196610,8,82,0d,0a,30,e6,01,0a,64,525,2024-11-16 12:24:15
1.01409,2,259,196610,8,e6,0c,7f,07,23,0e,fd,0c,526,2024-11-16 12:24:15
1.01607,2,101,196610,8,6a,bc,73,46,0d,25,17,44,527,2024-11-16 12:24:15
1.01622,2,1554,196610,8,d1,e0,10,b1,2b,08,a2,87,528,2024-11-16 12:24:15
1.01635,2,1555,196610,8,00,00,80,00,f7,04,d2,f0,529,2024-11-16 12:24:15
1.01809,2,259,196610,8,e7,0c,7f,07,22,0e,fe,0c,530,2024-11-16 12:24:15
1.02209,2,259,196610,8,e8,0c,7e,07,24,0e,ff,0c,531,2024-11-16 12:24:15
1.02413,2,1552,196610,8,ed,05,00,d9,cf,00,91,d9,532,2024-11-16 12:24:15
1.02427,2,1553,196610,8,c6,0f,0a,24,e5,01,4f,67,533,2024-11-16 12:24:15
1.02609,2,259,196610,8,e7,0c,7f,07,23,0e,fd,0c,534,2024-11-16 12:24:15
1.02620,2,101,196610,8,6a,bc,73,46,0d,25,17,44,535,2024-11-16 12:24:15
1.02724,2,1554,196610,8,f0,dd,10,c2,2e,08,c2,83,536,2024-11-16 12:24:15
1.02738,2,1555,196610,8,00,00,80,41,f9,04,8b,f6,537,2024-11-16 12:24:15
1.02885,1,486068319,4,7,02,11,44,c4,3f,3e,03,,538,2024-11-16 12:24:15
1.02953,1,1281,2,8,00,00,00,00,00,00,00,00,539,2024-11-16 12:24:15
1.03009,2,259,196610,8,e7,0c,7f,07,22,0e,00,0d,540,2024-11-16 12:24:15
1.03051,1,1282,2,8,00,00,00,00,00,8e,8e,8e,541,2024-11-16 12:24:15
1.03150,1,1283,2,8,00,48,48,48,48,14,12,12,542,2024-11-16 12:24:15
1.03252,1,1284,2,8,01,01,01,01,00,00,00,00,543,2024-11-16 12:24:15
1.03350,1,1285,2,8,00,46,46,46,45,45,45,45,544,2024-11-16 12:24:15
1.03409,2,259,196610,8,e7,0c,80,07,22,0e,02,0d,545,2024-11-16 12:24:15
1.03513,2,1552,196610,8,e1,05,00,64,d3,00,3b,ca,546,2024-11-16 12:24:15
1.03527,2,1553,196610,8,0d,0d,0a,be,e8,01,04,64,547,2024-11-16 12:24:15
1.03608,2,101,196610,8,6a,bc,73,46,0d,25,17,44,548,2024-11-16 12:24:15
1.03809,2,259,196610,8,e7,0c,7f,07,24,0e,ff,0c,549,2024-11-16 12:24:15
1.03826,2,1554,196610,8,29,e0,10,4a,2c,08,1a,85,550,2024-11-16 12:24:15
1.03840,2,1555,196610,8,00,00,80,ee,fb,04,93,f5,551,2024-11-16 12:24:15
1.03853,1,1280,2,8,10,00,00,00,00,00,00,00,552,2024-11-16 12:24:15
1.03953,1,1281,2,8,01,00,00,00,00,00,00,00,553,2024-11-16 12:24:15
1.04052,1,1282,2,8,01,8e,00,00,00,00,00,00,554,2024-11-16 12:24:15
1.04150,1,1283,2,8,01,13,48,48,48,48,48,48,555,2024-11-16 12:24:15
1.04209,2,259,196610,8,e7,0c,7f,07,22,0e,00,0d,556,2024-11-16 12:24:15
1.04252,1,1284,2,8,41,01,01,01,01,01,01,00,557,2024-11-16 12:24:15
1.04350,1,1285,2,8,01,45,45,45,44,45,45,45,558,2024-11-16 12:24:15
1.04609,2,259,196610,8,e6,0c,7f,07,24,0e,ff,0c,559,2024-11-16 12:24:15
