






Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Counter,AbsTime
5.02303,1,1312,2,8,03,00,00,00,00,00,00,00,5282,2024-11-16 12:24:19
5.02609,2,259,196610,8,eb,0c,81,07,21,0e,f9,0c,5283,2024-11-16 12:24:19
5.02621,2,101,196610,8,00,00,00,00,00,00,00,00,5284,2024-11-16 12:24:19
5.02667,2,1554,196610,8,09,e4,10,66,30,08,00,8c,5285,2024-11-16 12:24:19
5.02680,2,1555,196610,8,00,00,80,a6,fd,04,75,fd,5286,2024-11-16 12:24:19
5.02792,2,6,196610,8,00,00,00,00,00,00,00,00,5287,2024-11-16 12:24:19
5.02794,1,513,2,3,90,00,00,,,,,,5288,2024-11-16 12:24:19
5.02804,2,100,196610,8,02,00,00,00,00,00,00,00,5289,2024-11-16 12:24:19
5.02811,1,385,2,4,30,00,00,01,,,,,5290,2024-11-16 12:24:19
5.02818,2,1552,196610,8,c7,04,00,f9,d0,00,40,c5,5291,2024-11-16 12:24:19
5.02826,1,513,2,3,c5,ff,3f,,,,,,5292,2024-11-16 12:24:19
5.02832,2,1553,196610,8,70,12,0a,76,e6,01,05,70,5293,2024-11-16 12:24:19
5.02900,1,385,2,4,27,01,00,02,,,,,5294,2024-11-16 12:24:19
5.02930,1,486035799,4,7,02,11,44,c4,3f,3e,0b,,5295,2024-11-16 12:24:19
5.02999,1,1281,2,8,00,00,00,00,00,00,00,00,5296,2024-11-16 12:24:19
5.03009,2,259,196610,8,ea,0c,7f,07,21,0e,fb,0c,5297,2024-11-16 12:24:19
5.03096,1,1282,2,8,00,00,00,00,00,8e,8e,8e,5298,2024-11-16 12:24:19
5.03195,1,1283,2,8,00,47,47,47,47,14,12,12,5299,2024-11-16 12:24:19
5.03297,1,1284,2,8,01,01,01,01,00,00,00,00,5300,2024-11-16 12:24:19
5.03395,1,1285,2,8,00,44,44,46,45,45,43,44,5301,2024-11-16 12:24:19
5.03409,2,259,196610,8,eb,0c,7f,07,22,0e,fc,0c,5302,2024-11-16 12:24:19
5.03609,2,101,196610,8,00,00,00,00,00,00,00,00,5303,2024-11-16 12:24:19
5.03768,2,1554,196610,8,02,e5,10,f4,30,08,f9,8c,5304,2024-11-16 12:24:19
5.03782,2,1555,196610,8,00,00,80,f1,fe,04,7a,00,5305,2024-11-16 12:24:19
5.03802,1,385,2,4,30,00,00,01,,,,,5306,2024-11-16 12:24:19
5.03809,2,259,196610,8,e9,0c,80,07,21,0e,fb,0c,5307,2024-11-16 12:24:19
5.03892,2,6,196610,8,00,00,00,00,00,00,00,00,5308,2024-11-16 12:24:19
5.03897,1,1280,2,8,10,00,00,00,00,00,00,00,5309,2024-11-16 12:24:19
5.03904,2,100,196610,8,02,00,00,00,00,00,00,00,5310,2024-11-16 12:24:19
5.03914,1,385,2,4,27,00,00,02,,,,,5311,2024-11-16 12:24:19
5.03918,2,1552,196610,8,ed,05,00,f3,d5,00,cc,c6,5312,2024-11-16 12:24:19
5.03929,1,513,2,3,c4,4f,39,,,,,,5313,2024-11-16 12:24:19
5.03931,2,1553,196610,8,64,12,0a,89,ea,01,57,6e,5314,2024-11-16 12:24:19
5.03944,1,513,2,3,c5,ff,3f,,,,,,5315,2024-11-16 12:24:19
5.03997,1,1281,2,8,01,00,00,00,00,00,00,00,5316,2024-11-16 12:24:19
5.04096,1,1282,2,8,01,8e,00,00,00,00,00,00,5317,2024-11-16 12:24:19
5.04195,1,1283,2,8,01,13,47,47,47,48,47,47,5318,2024-11-16 12:24:19
5.04209,2,259,196610,8,eb,0c,80,07,21,0e,fb,0c,5319,2024-11-16 12:24:19
5.04296,1,1284,2,8,41,01,01,01,01,01,01,00,5320,2024-11-16 12:24:19
5.04395,1,1285,2,8,01,44,44,44,44,44,44,44,5321,2024-11-16 12:24:19
5.04609,2,259,196610,8,eb,0c,7f,07,21,0e,fb,0c,5322,2024-11-16 12:24:19
5.04621,2,101,196610,8,00,00,00,00,00,00,00,00,5323,2024-11-16 12:24:19
5.04796,1,385,2,4,30,00,00,01,,,,,5324,2024-11-16 12:24:19
5.04870,2,1554,196610,8,7a,ea,10,8d,2d,08,40,8d,5325,2024-11-16 12:24:19
5.04884,2,1555,196610,8,00,00,80,64,00,05,af,fe,5326,2024-11-16 12:24:19
5.04896,1,385,2,4,27,00,00,02,,,,,5327,2024-11-16 12:24:19
5.04991,2,6,196610,8,00,00,00,00,00,00,00,00,5328,2024-11-16 12:24:19
5.04998,1,1281,2,8,02,03,00,00,00,00,00,00,5329,2024-11-16 12:24:19
5.05004,2,100,196610,8,02,00,00,00,00,00,00,00,5330,2024-11-16 12:24:19
5.05014,1,513,2,3,90,00,00,,,,,,5331,2024-11-16 12:24:19
5.05015,2,259,196610,8,ec,0c,81,07,21,0e,fb,0c,5332,2024-11-16 12:24:19
5.05029,2,1552,196610,8,e1,05,00,c6,d1,00,51,c8,5333,2024-11-16 12:24:19
5.05029,1,513,2,3,c4,4f,39,,,,,,5334,2024-11-16 12:24:19
5.05042,2,1553,196610,8,84,12,0a,d4,ec,01,23,70,5335,2024-11-16 12:24:19
5.05044,1,513,2,3,c5,ff,3f,,,,,,5336,2024-11-16 12:24:19
5.05097,1,1282,2,8,02,11,00,00,00,00,00,00,5337,2024-11-16 12:24:19
5.05197,1,1283,2,8,02,47,00,00,00,00,00,00,5338,2024-11-16 12:24:19
5.05396,1,1285,2,8,02,44,44,00,00,00,00,00,5339,2024-11-16 12:24:19
5.05409,2,259,196610,8,eb,0c,81,07,21,0e,fb,0c,5340,2024-11-16 12:24:19
5.05609,2,101,196610,8,00,00,00,00,00,00,00,00,5341,2024-11-16 12:24:19
5.05799,1,385,2,4,30,00,00,01,,,,,5342,2024-11-16 12:24:19
5.05809,2,259,196610,8,ea,0c,7f,07,20,0e,fa,0c,5343,2024-11-16 12:24:19
5.05896,1,1280,2,8,30,14,75,00,00,9a,82,f3,5344,2024-11-16 12:24:19
5.05913,1,385,2,4,27,00,00,02,,,,,5345,2024-11-16 12:24:19
5.05933,1,1680,2,6,14,75,00,00,9a,82,,,5346,2024-11-16 12:24:19
5.05972,2,1554,196610,8,99,df,10,3d,32,08,2b,8b,5347,2024-11-16 12:24:19
5.05986,2,1555,196610,8,00,00,80,18,fa,04,b6,fe,5348,2024-11-16 12:24:19
5.06091,2,6,196610,8,00,00,00,00,00,00,00,00,5349,2024-11-16 12:24:19
5.06092,1,513,2,3,90,00,00,,,,,,5350,2024-11-16 12:24:19
5.06103,2,100,196610,8,02,00,00,00,00,00,00,00,5351,2024-11-16 12:24:19
5.06107,1,513,2,3,c4,4f,39,,,,,,5352,2024-11-16 12:24:19
5.06116,2,1552,196610,8,ed,05,00,66,d5,00,f7,cc,5353,2024-11-16 12:24:19
5.06122,1,513,2,3,c5,ff,3f,,,,,,5354,2024-11-16 12:24:19
5.06130,2,1553,196610,8,8b,11,0a,72,e8,01,f4,6e,5355,2024-11-16 12:24:19
5.06209,2,259,196610,8,eb,0c,80,07,22,0e,fc,0c,5356,2024-11-16 12:24:19
5.06609,2,259,196610,8,ea,0c,81,07,21,0e,fb,0c,5357,2024-11-16 12:24:19
5.06622,2,101,196610,8,00,00,00,00,00,00,00,00,5358,2024-11-16 12:24:19
5.06793,1,385,2,4,30,00,00,01,,,,,5359,2024-11-16 12:24:19
5.06897,1,1280,2,8,40,00,00,00,00,00,00,00,5360,2024-11-16 12:24:19
5.06914,1,385,2,4,27,00,00,02,,,,,5361,2024-11-16 12:24:19
5.07009,2,259,196610,8,ea,0c,7f,07,20,0e,fc,0c,5362,2024-11-16 12:24:19
5.07074,2,1554,196610,8,dd,e4,10,9d,2d,08,02,8e,5363,2024-11-16 12:24:19
5.07087,2,1555,196610,8,00,00,80,17,fe,04,1c,ff,5364,2024-11-16 12:24:19
5.07190,2,6,196610,8,00,00,00,00,00,00,00,00,5365,2024-11-16 12:24:19
5.07191,1,513,2,3,90,00,00,,,,,,5366,2024-11-16 12:24:19
5.07202,2,100,196610,8,02,00,00,00,00,00,00,00,5367,2024-11-16 12:24:19
5.07206,1,513,2,3,c4,4f,39,,,,,,5368,2024-11-16 12:24:19
5.07215,2,1552,196610,8,49,02,00,43,d5,00,e9,cf,5369,2024-11-16 12:24:19
5.07222,1,513,2,3,c5,ff,3f,,,,,,5370,2024-11-16 12:24:19
5.07229,2,1553,196610,8,a5,11,0a,e3,e8,01,5a,68,5371,2024-11-16 12:24:19
5.07396,1,1285,2,8,04,13,01,41,00,00,44,c4,5372,2024-11-16 12:24:19
5.07409,2,259,196610,8,eb,0c,80,07,21,0e,fa,0c,5373,2024-11-16 12:24:19
5.07453,1,513,2,3,3d,49,00,,,,,,5374,2024-11-16 12:24:19
5.07471,1,385,2,4,49,ba,29,00,,,,,5375,2024-11-16 12:24:19
5.07553,1,513,2,3,3d,4a,00,,,,,,5376,2024-11-16 12:24:19
5.07571,1,385,2,4,4a,49,48,00,,,,,5377,2024-11-16 12:24:19
5.07609,2,101,196610,8,00,00,00,00,00,00,00,00,5378,2024-11-16 12:24:19
5.07654,1,513,2,3,3d,4b,00,,,,,,5379,2024-11-16 12:24:19
5.07671,1,385,2,4,4b,b7,2b,00,,,,,5380,2024-11-16 12:24:19
5.07792,1,385,2,4,30,00,00,01,,,,,5381,2024-11-16 12:24:19
5.07809,2,259,196610,8,eb,0c,80,07,21,0e,fb,0c,5382,2024-11-16 12:24:19
5.07898,1,1280,2,8,00,00,00,00,00,00,00,00,5383,2024-11-16 12:24:19
5.07915,1,385,2,4,27,ff,ff,02,,,,,5384,2024-11-16 12:24:19
5.08175,2,1554,196610,8,1b,e3,10,85,2d,08,81,8f,5385,2024-11-16 12:24:19
5.08189,2,1555,196610,8,00,00,80,8d,00,05,08,ff,5386,2024-11-16 12:24:19
5.08209,2,259,196610,8,ec,0c,80,07,21,0e,fc,0c,5387,2024-11-16 12:24:19
5.08289,2,6,196610,8,00,00,00,00,00,00,00,00,5388,2024-11-16 12:24:19
5.08291,1,513,2,3,90,00,00,,,,,,5389,2024-11-16 12:24:19
5.08301,2,100,196610,8,02,00,00,00,00,00,00,00,5390,2024-11-16 12:24:19
5.08305,1,513,2,3,c4,4f,39,,,,,,5391,2024-11-16 12:24:19
5.08315,2,1552,196610,8,56,06,00,b0,d3,00,18,da,5392,2024-11-16 12:24:19
5.08321,1,513,2,3,c5,ff,3f,,,,,,5393,2024-11-16 12:24:19
5.08328,2,1553,196610,8,c6,0f,0a,e1,eb,01,a0,6c,5394,2024-11-16 12:24:19
5.08609,2,259,196610,8,ea,0c,81,07,20,0e,fb,0c,5395,2024-11-16 12:24:19
5.08621,2,101,196610,8,00,00,00,00,00,00,00,00,5396,2024-11-16 12:24:19
5.08794,1,385,2,4,30,00,00,01,,,,,5397,2024-11-16 12:24:19
5.08894,1,385,2,4,27,ff,ff,02,,,,,5398,2024-11-16 12:24:19
5.09009,2,259,196610,8,ea,0c,7f,07,20,0e,fb,0c,5399,2024-11-16 12:24:19
5.09277,2,1554,196610,8,e6,e3,10,26,2b,08,16,8e,5400,2024-11-16 12:24:19
5.09291,2,1555,196610,8,00,00,80,ee,00,05,81,ff,5401,2024-11-16 12:24:19
5.09389,2,6,196610,8,00,00,00,00,00,00,00,00,5402,2024-11-16 12:24:19
5.09390,1,513,2,3,90,00,00,,,,,,5403,2024-11-16 12:24:19
5.09401,2,100,196610,8,02,00,00,00,00,00,00,00,5404,2024-11-16 12:24:19
5.09405,1,513,2,3,c4,4f,39,,,,,,5405,2024-11-16 12:24:19
5.09412,2,259,196610,8,ea,0c,7f,07,21,0e,f7,0c,5406,2024-11-16 12:24:19
5.09420,1,513,2,3,c5,ff,3f,,,,,,5407,2024-11-16 12:24:19
5.09426,2,1552,196610,8,93,04,00,77,d4,00,a0,db,5408,2024-11-16 12:24:19
5.09439,2,1553,196610,8,36,13,0a,c3,e9,01,73,71,5409,2024-11-16 12:24:19
5.09609,2,101,196610,8,00,00,00,00,00,00,00,00,5410,2024-11-16 12:24:19
5.09788,1,385,2,4,30,00,00,01,,,,,5411,2024-11-16 12:24:19
5.09809,2,259,196610,8,ea,0c,80,07,22,0e,fb,0c,5412,2024-11-16 12:24:19
5.09888,1,385,2,4,27,ff,ff,02,,,,,5413,2024-11-16 12:24:19
5.10209,2,259,196610,8,eb,0c,81,07,23,0e,fb,0c,5414,2024-11-16 12:24:19
5.10379,2,1554,196610,8,9a,e1,10,ec,2f,08,6d,8c,5415,2024-11-16 12:24:19
5.10392,2,1555,196610,8,00,00,80,d4,01,05,3b,fd,5416,2024-11-16 12:24:19
5.10488,2,6,196610,8,00,00,00,00,00,00,00,00,5417,2024-11-16 12:24:19
5.10490,1,513,2,3,90,00,00,,,,,,5418,2024-11-16 12:24:19
5.10500,2,100,196610,8,02,00,00,00,00,00,00,00,5419,2024-11-16 12:24:19
5.10504,1,513,2,3,c4,4f,39,,,,,,5420,2024-11-16 12:24:19
5.10514,2,1552,196610,8,e9,03,00,88,d0,00,7b,d9,5421,2024-11-16 12:24:19
5.10520,1,513,2,3,c5,ff,3f,,,,,,5422,2024-11-16 12:24:19
5.10527,2,1553,196610,8,17,14,0a,cf,ea,01,a4,6b,5423,2024-11-16 12:24:19
5.10609,2,259,196610,8,eb,0c,81,07,21,0e,fb,0c,5424,2024-11-16 12:24:19
5.10621,2,101,196610,8,00,00,00,00,00,00,00,00,5425,2024-11-16 12:24:19
5.10791,1,385,2,4,30,00,00,01,,,,,5426,2024-11-16 12:24:19
5.10890,1,385,2,4,27,00,00,02,,,,,5427,2024-11-16 12:24:19
5.11009,2,259,196610,8,eb,0c,7f,07,22,0e,fd,0c,5428,2024-11-16 12:24:19
5.11409,2,259,196610,8,eb,0c,80,07,22,0e,fb,0c,5429,2024-11-16 12:24:19
5.11481,2,1554,196610,8,00,e0,10,e9,33,08,a2,8b,5430,2024-11-16 12:24:19
5.11494,2,1555,196610,8,00,00,80,c8,fe,04,bc,fd,5431,2024-11-16 12:24:19
5.11587,2,6,196610,8,00,00,00,00,00,00,00,00,5432,2024-11-16 12:24:19
5.11589,1,513,2,3,90,00,00,,,,,,5433,2024-11-16 12:24:19
5.11599,2,100,196610,8,02,00,00,00,00,00,00,00,5434,2024-11-16 12:24:19
5.11604,1,513,2,3,c4,4f,39,,,,,,5435,2024-11-16 12:24:19
5.11612,2,101,196610,8,00,00,00,00,00,00,00,00,5436,2024-11-16 12:24:19
5.11619,1,513,2,3,c5,ff,3f,,,,,,5437,2024-11-16 12:24:19
5.11625,2,1552,196610,8,ed,05,00,77,d4,00,0b,d8,5438,2024-11-16 12:24:19
5.11639,2,1553,196610,8,64,12,0a,a8,eb,01,8d,73,5439,2024-11-16 12:24:19
5.11785,1,385,2,4,30,00,00,01,,,,,5440,2024-11-16 12:24:19
5.11809,2,259,196610,8,eb,0c,80,07,21,0e,fc,0c,5441,2024-11-16 12:24:19
5.11885,1,385,2,4,27,fe,ff,02,,,,,5442,2024-11-16 12:24:19
5.12209,2,259,196610,8,eb,0c,7f,07,21,0e,fc,0c,5443,2024-11-16 12:24:19
5.12305,1,1312,2,8,03,00,00,00,00,00,00,00,5444,2024-11-16 12:24:19
5.12582,2,1554,196610,8,00,e0,10,17,34,08,9e,8f,5445,2024-11-16 12:24:19
5.12596,2,1555,196610,8,00,00,80,bc,01,05,02,00,5446,2024-11-16 12:24:19
5.12610,2,259,196610,8,ea,0c,80,07,20,0e,fc,0c,5447,2024-11-16 12:24:19
5.12622,2,101,196610,8,00,00,00,00,00,00,00,00,5448,2024-11-16 12:24:19
5.12686,2,6,196610,8,00,00,00,00,00,00,00,00,5449,2024-11-16 12:24:19
5.12688,1,513,2,3,90,00,00,,,,,,5450,2024-11-16 12:24:19
5.12698,2,100,196610,8,02,00,00,00,00,00,00,00,5451,2024-11-16 12:24:19
5.12703,1,513,2,3,c4,4f,39,,,,,,5452,2024-11-16 12:24:19
5.12713,2,1552,196610,8,ba,04,00,4a,d5,00,6b,d4,5453,2024-11-16 12:24:19
5.12718,1,513,2,3,c5,ff,3f,,,,,,5454,2024-11-16 12:24:19
5.12727,2,1553,196610,8,d8,13,0a,cc,e8,01,b7,6a,5455,2024-11-16 12:24:19
5.12784,1,385,2,4,30,00,00,01,,,,,5456,2024-11-16 12:24:19
5.12887,1,385,2,4,27,01,00,02,,,,,5457,2024-11-16 12:24:19
5.13009,2,259,196610,8,eb,0c,81,07,21,0e,fa,0c,5458,2024-11-16 12:24:19
5.13409,2,259,196610,8,e9,0c,7f,07,21,0e,fb,0c,5459,2024-11-16 12:24:19
5.13609,2,101,196610,8,00,00,00,00,00,00,00,00,5460,2024-11-16 12:24:19
5.13684,2,1554,196610,8,a2,e2,10,ea,31,08,52,90,5461,2024-11-16 12:24:19
5.13698,2,1555,196610,8,00,00,80,8c,ff,04,3b,fe,5462,2024-11-16 12:24:19
5.13782,1,385,2,4,30,00,00,01,,,,,5463,2024-11-16 12:24:19
5.13786,2,6,196610,8,00,00,00,00,00,00,00,00,5464,2024-11-16 12:24:19
5.13797,1,513,2,3,90,00,00,,,,,,5465,2024-11-16 12:24:19
5.13798,2,100,196610,8,02,00,00,00,00,00,00,00,5466,2024-11-16 12:24:19
5.13809,2,259,196610,8,eb,0c,80,07,22,0e,05,0d,5467,2024-11-16 12:24:19
5.13812,1,513,2,3,c4,4f,39,,,,,,5468,2024-11-16 12:24:19
5.13823,2,1552,196610,8,f9,04,00,67,cf,00,7a,dd,5469,2024-11-16 12:24:19
5.13827,1,513,2,3,c5,ff,3f,,,,,,5470,2024-11-16 12:24:19
5.13837,2,1553,196610,8,82,14,0a,a8,eb,01,ed,6f,5471,2024-11-16 12:24:19
5.13881,1,385,2,4,27,00,00,02,,,,,5472,2024-11-16 12:24:19
5.14209,2,259,196610,8,eb,0c,80,07,20,0e,fa,0c,5473,2024-11-16 12:24:19
5.14609,2,259,196610,8,ea,0c,7f,07,21,0e,fa,0c,5474,2024-11-16 12:24:19
5.14622,2,101,196610,8,00,00,00,00,00,00,00,00,5475,2024-11-16 12:24:19
5.14780,1,385,2,4,30,00,00,01,,,,,5476,2024-11-16 12:24:19
5.14786,2,1554,196610,8,0a,e4,10,c1,30,08,0d,8e,5477,2024-11-16 12:24:19
5.14800,2,1555,196610,8,00,00,80,58,fb,04,a5,00,5478,2024-11-16 12:24:19
5.14880,1,385,2,4,27,00,00,02,,,,,5479,2024-11-16 12:24:19
5.14886,2,6,196610,8,00,00,00,00,00,00,00,00,5480,2024-11-16 12:24:19
5.14896,1,513,2,3,90,00,00,,,,,,5481,2024-11-16 12:24:19
5.14898,2,100,196610,8,02,00,00,00,00,00,00,00,5482,2024-11-16 12:24:19
5.14910,1,513,2,3,c4,4f,39,,,,,,5483,2024-11-16 12:24:19
5.14913,2,1552,196610,8,94,03,00,04,d1,00,7d,d9,5484,2024-11-16 12:24:19
5.14926,1,513,2,3,c5,ff,3f,,,,,,5485,2024-11-16 12:24:19
5.14926,2,1553,196610,8,94,11,0a,f3,e7,01,73,71,5486,2024-11-16 12:24:19
5.15009,2,259,196610,8,eb,0c,81,07,22,0e,fd,0c,5487,2024-11-16 12:24:19
5.15409,2,259,196610,8,eb,0c,81,07,22,0e,fa,0c,5488,2024-11-16 12:24:19
5.15609,2,101,196610,8,00,00,00,00,00,00,00,00,5489,2024-11-16 12:24:19
5.15783,1,385,2,4,30,00,00,01,,,,,5490,2024-11-16 12:24:19
5.15809,2,259,196610,8,eb,0c,81,07,21,0e,fc,0c,5491,2024-11-16 12:24:19
5.15883,1,385,2,4,27,00,00,02,,,,,5492,2024-11-16 12:24:19
5.15888,2,1554,196610,8,00,e0,10,bf,34,08,28,8e,5493,2024-11-16 12:24:19
5.15901,2,1555,196610,8,00,00,80,7b,ff,04,fb,fc,5494,2024-11-16 12:24:19
5.15985,2,6,196610,8,00,00,00,00,00,00,00,00,5495,2024-11-16 12:24:19
5.15987,1,513,2,3,90,00,00,,,,,,5496,2024-11-16 12:24:19
5.15997,2,100,196610,8,02,00,00,00,00,00,00,00,5497,2024-11-16 12:24:19
5.16001,1,513,2,3,c4,4f,39,,,,,,5498,2024-11-16 12:24:19
5.16013,2,1552,196610,8,ed,05,00,38,d1,00,d9,dc,5499,2024-11-16 12:24:19
5.16017,1,513,2,3,c5,ff,3f,,,,,,5500,2024-11-16 12:24:19
5.16027,2,1553,196610,8,9f,10,0a,01,e5,01,03,6c,5501,2024-11-16 12:24:19
5.16209,2,259,196610,8,eb,0c,7f,07,23,0e,fb,0c,5502,2024-11-16 12:24:19
5.16609,2,259,196610,8,eb,0c,7f,07,21,0e,fd,0c,5503,2024-11-16 12:24:19
5.16621,2,101,196610,8,00,00,00,00,00,00,00,00,5504,2024-11-16 12:24:19
5.16777,1,385,2,4,30,00,00,01,,,,,5505,2024-11-16 12:24:19
5.16877,1,385,2,4,27,00,00,02,,,,,5506,2024-11-16 12:24:19
5.16990,2,1554,196610,8,88,de,10,2f,2b,08,12,8c,5507,2024-11-16 12:24:19
5.17003,2,1555,196610,8,00,00,80,98,ff,04,d1,fd,5508,2024-11-16 12:24:19
5.17015,2,259,196610,8,ea,0c,80,07,21,0e,fb,0c,5509,2024-11-16 12:24:19
5.17084,2,6,196610,8,00,00,00,00,00,00,00,00,5510,2024-11-16 12:24:19
5.17085,1,513,2,3,90,00,00,,,,,,5511,2024-11-16 12:24:19
5.17096,2,100,196610,8,02,00,00,00,00,00,00,00,5512,2024-11-16 12:24:19
5.17100,1,513,2,3,c4,4f,39,,,,,,5513,2024-11-16 12:24:19
5.17113,2,1552,196610,8,76,04,00,b4,d5,00,b3,e4,5514,2024-11-16 12:24:19
5.17115,1,513,2,3,c5,ff,3f,,,,,,5515,2024-11-16 12:24:19
5.17127,2,1553,196610,8,4d,11,0a,30,e6,01,0f,6c,5516,2024-11-16 12:24:19
5.17409,2,259,196610,8,eb,0c,80,07,20,0e,fc,0c,5517,2024-11-16 12:24:19
5.17609,2,101,196610,8,00,00,00,00,00,00,00,00,5518,2024-11-16 12:24:19
5.17780,1,385,2,4,30,00,00,01,,,,,5519,2024-11-16 12:24:19
5.17809,2,259,196610,8,eb,0c,81,07,21,0e,fc,0c,5520,2024-11-16 12:24:19
5.17880,1,385,2,4,27,01,00,02,,,,,5521,2024-11-16 12:24:19
5.18091,2,1554,196610,8,30,e7,10,f3,33,08,69,8e,5522,2024-11-16 12:24:19
5.18105,2,1555,196610,8,00,00,80,38,04,05,9e,fc,5523,2024-11-16 12:24:19
5.18183,2,6,196610,8,00,00,00,00,00,00,00,00,5524,2024-11-16 12:24:19
5.18185,1,513,2,3,90,00,00,,,,,,5525,2024-11-16 12:24:19
5.18195,2,100,196610,8,02,00,00,00,00,00,00,00,5526,2024-11-16 12:24:19
5.18200,1,513,2,3,c4,4f,39,,,,,,5527,2024-11-16 12:24:19
5.18209,2,259,196610,8,ea,0c,80,07,21,0e,fa,0c,5528,2024-11-16 12:24:19
5.18215,1,513,2,3,c5,ff,3f,,,,,,5529,2024-11-16 12:24:19
5.18223,2,1552,196610,8,ed,05,00,11,d1,00,52,e8,5530,2024-11-16 12:24:19
5.18236,2,1553,196610,8,1c,11,0a,cf,ea,01,47,6f,5531,2024-11-16 12:24:19
5.18609,2,259,196610,8,eb,0c,7f,07,21,0e,fb,0c,5532,2024-11-16 12:24:19
5.18621,2,101,196610,8,00,00,00,00,00,00,00,00,5533,2024-11-16 12:24:19
5.18774,1,385,2,4,30,00,00,01,,,,,5534,2024-11-16 12:24:19
5.18874,1,385,2,4,27,01,00,02,,,,,5535,2024-11-16 12:24:19
5.19009,2,259,196610,8,eb,0c,80,07,21,0e,fd,0c,5536,2024-11-16 12:24:19
5.19193,2,1554,196610,8,68,e4,10,14,2b,08,81,8f,5537,2024-11-16 12:24:19
5.19207,2,1555,196610,8,00,00,80,c8,fe,04,f3,03,5538,2024-11-16 12:24:19
5.19283,2,6,196610,8,00,00,00,00,00,00,00,00,5539,2024-11-16 12:24:19
5.19284,1,513,2,3,90,00,00,,,,,,5540,2024-11-16 12:24:19
5.19295,2,100,196610,8,02,00,00,00,00,00,00,00,5541,2024-11-16 12:24:19
5.19299,1,513,2,3,c4,4f,39,,,,,,5542,2024-11-16 12:24:19
5.19313,2,1552,196610,8,c8,06,00,b6,d4,00,b9,e5,5543,2024-11-16 12:24:19
5.19315,1,513,2,3,c5,ff,3f,,,,,,5544,2024-11-16 12:24:19
5.19327,2,1553,196610,8,d8,13,0a,cf,ea,01,18,6e,5545,2024-11-16 12:24:19
5.19409,2,259,196610,8,ea,0c,7f,07,20,0e,fb,0c,5546,2024-11-16 12:24:19
5.19609,2,101,196610,8,00,00,00,00,00,00,00,00,5547,2024-11-16 12:24:19
5.19773,1,385,2,4,30,00,00,01,,,,,5548,2024-11-16 12:24:19
5.19809,2,259,196610,8,eb,0c,7f,07,22,0e,fb,0c,5549,2024-11-16 12:24:19
5.19876,1,385,2,4,27,00,00,02,,,,,5550,2024-11-16 12:24:19
5.20209,2,259,196610,8,ea,0c,7f,07,21,0e,fd,0c,5551,2024-11-16 12:24:19
5.20295,2,1554,196610,8,12,e5,10,47,2d,08,81,8f,5552,2024-11-16 12:24:19
5.20308,2,1555,196610,8,00,00,80,dc,00,05,85,ff,5553,2024-11-16 12:24:19
5.20382,2,6,196610,8,00,00,00,00,00,00,00,00,5554,2024-11-16 12:24:19
5.20384,1,513,2,3,90,00,00,,,,,,5555,2024-11-16 12:24:19
5.20394,2,100,196610,8,02,00,00,00,00,00,00,00,5556,2024-11-16 12:24:19
5.20399,1,513,2,3,c4,4f,39,,,,,,5557,2024-11-16 12:24:19
5.20413,2,1552,196610,8,7c,06,00,43,d5,00,2a,e3,5558,2024-11-16 12:24:19
5.20414,1,513,2,3,c5,ff,3f,,,,,,5559,2024-11-16 12:24:19
5.20427,2,1553,196610,8,00,14,0a,a8,eb,01,61,71,5560,2024-11-16 12:24:19
5.20609,2,259,196610,8,eb,0c,81,07,22,0e,fb,0c,5561,2024-11-16 12:24:19
5.20621,2,101,196610,8,00,00,00,00,00,00,00,00,5562,2024-11-16 12:24:19
5.20775,1,385,2,4,30,00,00,01,,,,,5563,2024-11-16 12:24:19
5.20870,1,385,2,4,27,01,00,02,,,,,5564,2024-11-16 12:24:19
5.21009,2,259,196610,8,eb,0c,80,07,22,0e,fb,0c,5565,2024-11-16 12:24:19
5.21396,2,1554,196610,8,c7,e4,10,a2,29,08,e6,8e,5566,2024-11-16 12:24:19
5.21410,2,1555,196610,8,00,00,80,db,ff,04,d2,fc,5567,2024-11-16 12:24:19
5.21421,2,259,196610,8,ea,0c,80,07,20,0e,fd,0c,5568,2024-11-16 12:24:19
5.21482,2,6,196610,8,00,00,00,00,00,00,00,00,5569,2024-11-16 12:24:19
5.21483,1,513,2,3,90,00,00,,,,,,5570,2024-11-16 12:24:19
5.21494,2,100,196610,8,02,00,00,00,00,00,00,00,5571,2024-11-16 12:24:19
5.21498,1,513,2,3,c4,4f,39,,,,,,5572,2024-11-16 12:24:19
5.21513,2,1552,196610,8,54,05,00,f4,d1,00,1b,e4,5573,2024-11-16 12:24:19
5.21514,1,513,2,3,c5,ff,3f,,,,,,5574,2024-11-16 12:24:19
5.21527,2,1553,196610,8,bc,0f,0a,ea,e8,01,e6,6d,5575,2024-11-16 12:24:19
5.21609,2,101,196610,8,00,00,00,00,00,00,00,00,5576,2024-11-16 12:24:19
5.21769,1,385,2,4,30,00,00,01,,,,,5577,2024-11-16 12:24:19
5.21809,2,259,196610,8,ea,0c,81,07,21,0e,fc,0c,5578,2024-11-16 12:24:19
5.21869,1,385,2,4,27,00,00,02,,,,,5579,2024-11-16 12:24:19
5.22209,2,259,196610,8,eb,0c,7f,07,20,0e,fa,0c,5580,2024-11-16 12:24:19
