Processing file: ./09-30/test_day_2_063.csv
3.5249998569488525 at 5.77592
3.525599956512451 at 6.16931
3.524899959564209 at 6.63063
3.5242998600006104 at 6.97212
3.525099992752075 at 7.36547
3.525099992752075 at 7.75890
3.5251998901367188 at 8.15232
3.525099992752075 at 8.54574
3.525099992752075 at 8.93916
3.525099992752075 at 9.33261
3.5251998901367188 at 9.72602
Processing file: ./09-30/test_day_2_058.csv
0.9553201794624329 at 0.54075
1.2122881412506104 at 0.93410
1.4435793161392212 at 1.32741
1.6517413854599 at 1.72072
1.8390772342681885 at 2.11405
2.0076794624328613 at 2.50735
2.1594314575195312 at 2.90066
2.2959983348846436 at 3.41380
2.4189183712005615 at 3.80718
2.529536724090576 at 4.20048
2.629103183746338 at 4.59376
2.71871280670166 at 4.98703
2.799351453781128 at 5.38027
2.871936321258545 at 5.77355
2.937262773513794 at 6.16685
2.996046543121338 at 6.62803
3.0489518642425537 at 6.96942
3.096576690673828 at 7.36267
Processing file: ./09-30/test_day_2_072.csv
3.4848999977111816 at 0.54070
3.4880998134613037 at 0.93402
3.486299991607666 at 1.32733
3.484799861907959 at 1.72071
3.4863998889923096 at 2.11407
3.4879000186920166 at 2.50742
3.4848999977111816 at 2.90076
3.4865000247955322 at 3.41390
3.484799861907959 at 3.80728
3.4848999977111816 at 4.20070
3.484799861907959 at 15.65471
3.4865000247955322 at 16.04808
3.4846999645233154 at 16.83480
3.4848999977111816 at 17.22814
3.4848999977111816 at 18.01487
3.4848999977111816 at 18.40829
3.4848999977111816 at 18.80170
3.4848999977111816 at 19.31489
3.4848999977111816 at 19.70822
3.485499858856201 at 20.49490
3.4846999645233154 at 20.88825
3.4846999645233154 at 21.28154
3.4846999645233154 at 21.67483
3.4845998287200928 at 22.06814
3.4846999645233154 at 22.87082
3.484799861907959 at 23.26416
3.485499858856201 at 34.05030
3.485999822616577 at 34.39183
3.485999822616577 at 35.17869
3.4853999614715576 at 35.57205
3.485999822616577 at 36.35880
3.4860999584198 at 36.75218
3.485999822616577 at 37.14555
3.486799955368042 at 37.53894
3.485999822616577 at 38.05211
3.4860999584198 at 38.44549
3.485499858856201 at 38.83882
3.4860999584198 at 39.23214
3.4866998195648193 at 39.62550
3.486799955368042 at 40.01886
3.485999822616577 at 40.41224
3.485999822616577 at 40.80561
3.4860999584198 at 41.26688
3.4858999252319336 at 41.60830
3.4858999252319336 at 42.00165
3.485999822616577 at 42.39501
3.485999822616577 at 42.78843
3.4868998527526855 at 43.18181
3.485999822616577 at 43.57517
3.4866998195648193 at 43.96852
3.4868998527526855 at 44.36187
3.486799955368042 at 44.75521
3.486799955368042 at 45.26839
3.486799955368042 at 45.66176
3.486799955368042 at 46.05509
Processing file: ./09-30/test_day_2_066.csv
3.5251998901367188 at 0.54045
3.5251998901367188 at 0.93369
3.5249998569488525 at 1.32694
3.5251998901367188 at 1.72018
3.5242998600006104 at 2.11342
3.5251998901367188 at 2.50668
3.525099992752075 at 2.89987
3.5242998600006104 at 3.41286
3.5251998901367188 at 3.80605
