Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50,Data51,Data52,Data53,Data54,Data55,Data56,Data57,Data58,Data59,Data60,Data61,Data62,Data63,Counter,AbsTime
5.09809,2,259,196610,10,ea,0c,80,07,22,0e,fb,0c,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5412,2024-11-16 12:24:19
5.09888,1,385,2,4,27,ff,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5413,2024-11-16 12:24:19
5.10209,2,259,196610,10,eb,0c,81,07,23,0e,fb,0c,68,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5414,2024-11-16 12:24:19
5.10379,2,1554,196610,11,9a,e1,10,ec,2f,08,6d,8c,0d,ff,ff,7f,ca,d5,06,b9,0f,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5415,2024-11-16 12:24:19
5.10392,2,1555,196610,11,00,00,80,d4,01,05,3b,fd,22,46,5a,06,c1,b5,05,cb,07,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416,2024-11-16 12:24:19
5.10488,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5417,2024-11-16 12:24:19
5.10490,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5418,2024-11-16 12:24:19
5.10500,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5419,2024-11-16 12:24:19
5.10504,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420,2024-11-16 12:24:19
5.10514,2,1552,196610,11,e9,03,00,88,d0,00,7b,d9,02,4e,94,05,13,27,05,fa,03,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5421,2024-11-16 12:24:19
5.10520,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5422,2024-11-16 12:24:19
5.10527,2,1553,196610,11,17,14,0a,cf,ea,01,a4,6b,08,10,86,03,bc,5e,04,62,01,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423,2024-11-16 12:24:19
5.10609,2,259,196610,10,eb,0c,81,07,21,0e,fb,0c,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5424,2024-11-16 12:24:19
5.10621,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5425,2024-11-16 12:24:19
5.10791,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5426,2024-11-16 12:24:19
5.10890,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5427,2024-11-16 12:24:19
5.11009,2,259,196610,10,eb,0c,7f,07,22,0e,fd,0c,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5428,2024-11-16 12:24:19
5.11409,2,259,196610,10,eb,0c,80,07,22,0e,fb,0c,67,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5429,2024-11-16 12:24:19
5.11481,2,1554,196610,11,00,e0,10,e9,33,08,a2,8b,0d,ff,ff,7f,aa,d3,06,95,0d,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5430,2024-11-16 12:24:19
5.11494,2,1555,196610,11,00,00,80,c8,fe,04,bc,fd,22,e3,55,06,5a,ba,05,a8,0a,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5431,2024-11-16 12:24:19
5.11587,2,6,196610,10,00,00,00,00,00,00,00,00,01,36,13,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432,2024-11-16 12:24:19
5.11589,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433,2024-11-16 12:24:19
5.11599,2,100,196610,10,02,00,00,00,00,00,00,00,01,36,13,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5434,2024-11-16 12:24:19
5.11604,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5435,2024-11-16 12:24:19
5.11612,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436,2024-11-16 12:24:19
5.11619,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5437,2024-11-16 12:24:19
5.11625,2,1552,196610,11,ed,05,00,77,d4,00,0b,d8,02,ba,95,05,2c,25,05,9d,00,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438,2024-11-16 12:24:19
5.11639,2,1553,196610,11,64,12,0a,a8,eb,01,8d,73,08,70,86,03,23,5b,04,3c,04,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5439,2024-11-16 12:24:19
5.11785,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440,2024-11-16 12:24:19
5.11809,2,259,196610,10,eb,0c,80,07,21,0e,fc,0c,68,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5441,2024-11-16 12:24:19
5.11885,1,385,2,4,27,fe,ff,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5442,2024-11-16 12:24:19
5.12209,2,259,196610,10,eb,0c,7f,07,21,0e,fc,0c,68,0f,bd,0f,93,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5443,2024-11-16 12:24:19
5.12305,1,1312,2,8,03,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444,2024-11-16 12:24:19
5.12582,2,1554,196610,11,00,e0,10,17,34,08,9e,8f,0d,ff,ff,7f,ca,d5,06,89,0e,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445,2024-11-16 12:24:19
5.12596,2,1555,196610,11,00,00,80,bc,01,05,02,00,23,e8,58,06,bb,b5,05,44,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5446,2024-11-16 12:24:19
5.12610,2,259,196610,10,ea,0c,80,07,20,0e,fc,0c,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5447,2024-11-16 12:24:19
5.12622,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5448,2024-11-16 12:24:19
5.12686,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449,2024-11-16 12:24:19
5.12688,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5450,2024-11-16 12:24:19
5.12698,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5451,2024-11-16 12:24:19
5.12703,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5452,2024-11-16 12:24:19
5.12713,2,1552,196610,11,ba,04,00,4a,d5,00,6b,d4,02,eb,93,05,ad,25,05,b4,05,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453,2024-11-16 12:24:19
5.12718,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5454,2024-11-16 12:24:19
5.12727,2,1553,196610,11,d8,13,0a,cc,e8,01,b7,6a,08,fb,87,03,4a,5f,04,f4,03,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455,2024-11-16 12:24:19
5.12784,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5456,2024-11-16 12:24:19
5.12887,1,385,2,4,27,01,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5457,2024-11-16 12:24:19
5.13009,2,259,196610,10,eb,0c,81,07,21,0e,fa,0c,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458,2024-11-16 12:24:19
5.13409,2,259,196610,10,e9,0c,7f,07,21,0e,fb,0c,67,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5459,2024-11-16 12:24:19
5.13609,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5460,2024-11-16 12:24:19
5.13684,2,1554,196610,11,a2,e2,10,ea,31,08,52,90,0d,ff,ff,7f,af,d3,06,df,0f,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2024-11-16 12:24:19
5.13698,2,1555,196610,11,00,00,80,8c,ff,04,3b,fe,22,29,5b,06,e0,b5,05,f8,03,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5462,2024-11-16 12:24:19
5.13782,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5463,2024-11-16 12:24:19
5.13786,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5464,2024-11-16 12:24:19
5.13797,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5465,2024-11-16 12:24:19
5.13798,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466,2024-11-16 12:24:19
5.13809,2,259,196610,10,eb,0c,80,07,22,0e,05,0d,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467,2024-11-16 12:24:19
5.13812,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5468,2024-11-16 12:24:19
5.13823,2,1552,196610,11,f9,04,00,67,cf,00,7a,dd,02,ad,92,05,29,20,05,7d,02,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5469,2024-11-16 12:24:19
5.13827,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470,2024-11-16 12:24:19
5.13837,2,1553,196610,11,82,14,0a,a8,eb,01,ed,6f,08,41,8a,03,88,55,04,f8,01,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5471,2024-11-16 12:24:19
5.13881,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5472,2024-11-16 12:24:19
5.14209,2,259,196610,10,eb,0c,80,07,20,0e,fa,0c,66,0f,bc,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5473,2024-11-16 12:24:19
5.14609,2,259,196610,10,ea,0c,7f,07,21,0e,fa,0c,66,0f,bc,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5474,2024-11-16 12:24:19
5.14622,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5475,2024-11-16 12:24:19
5.14780,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5476,2024-11-16 12:24:19
5.14786,2,1554,196610,11,0a,e4,10,c1,30,08,0d,8e,0d,ff,ff,7f,28,cf,06,dc,0f,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5477,2024-11-16 12:24:19
5.14800,2,1555,196610,11,00,00,80,58,fb,04,a5,00,23,79,59,06,b7,bb,05,f4,ff,ff,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478,2024-11-16 12:24:19
5.14880,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5479,2024-11-16 12:24:19
5.14886,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5480,2024-11-16 12:24:19
5.14896,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5481,2024-11-16 12:24:19
5.14898,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5482,2024-11-16 12:24:19
5.14910,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5483,2024-11-16 12:24:19
5.14913,2,1552,196610,11,94,03,00,04,d1,00,7d,d9,02,33,91,05,2d,21,05,3a,01,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484,2024-11-16 12:24:19
5.14926,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5485,2024-11-16 12:24:19
5.14926,2,1553,196610,11,94,11,0a,f3,e7,01,73,71,08,d9,86,03,80,57,04,9b,04,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486,2024-11-16 12:24:19
5.15009,2,259,196610,10,eb,0c,81,07,22,0e,fd,0c,68,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5487,2024-11-16 12:24:19
5.15409,2,259,196610,10,eb,0c,81,07,22,0e,fa,0c,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5488,2024-11-16 12:24:19
5.15609,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5489,2024-11-16 12:24:19
5.15783,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5490,2024-11-16 12:24:19
5.15809,2,259,196610,10,eb,0c,81,07,21,0e,fc,0c,67,0f,ba,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5491,2024-11-16 12:24:19
5.15883,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5492,2024-11-16 12:24:19
5.15888,2,1554,196610,11,00,e0,10,bf,34,08,28,8e,0d,ff,ff,7f,9e,d1,06,eb,0c,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5493,2024-11-16 12:24:19
5.15901,2,1555,196610,11,00,00,80,7b,ff,04,fb,fc,22,cf,5a,06,c1,b5,05,62,03,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5494,2024-11-16 12:24:19
5.15985,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5495,2024-11-16 12:24:19
5.15987,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496,2024-11-16 12:24:19
5.15997,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5497,2024-11-16 12:24:19
5.16001,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5498,2024-11-16 12:24:19
5.16013,2,1552,196610,11,ed,05,00,38,d1,00,d9,dc,02,7c,91,05,eb,24,05,3a,04,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5499,2024-11-16 12:24:19
5.16017,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,2024-11-16 12:24:19
5.16027,2,1553,196610,11,9f,10,0a,01,e5,01,03,6c,08,ee,84,03,89,5c,04,48,fb,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501,2024-11-16 12:24:19
5.16209,2,259,196610,10,eb,0c,7f,07,23,0e,fb,0c,67,0f,ba,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5502,2024-11-16 12:24:19
5.16609,2,259,196610,10,eb,0c,7f,07,21,0e,fd,0c,67,0f,ba,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503,2024-11-16 12:24:19
5.16621,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504,2024-11-16 12:24:19
5.16777,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5505,2024-11-16 12:24:19
5.16877,1,385,2,4,27,00,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506,2024-11-16 12:24:19
5.16990,2,1554,196610,11,88,de,10,2f,2b,08,12,8c,0d,ff,ff,7f,73,d2,06,10,11,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5507,2024-11-16 12:24:19
5.17003,2,1555,196610,11,00,00,80,98,ff,04,d1,fd,22,1d,59,06,19,ba,05,6b,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5508,2024-11-16 12:24:19
5.17015,2,259,196610,10,ea,0c,80,07,21,0e,fb,0c,66,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5509,2024-11-16 12:24:19
5.17084,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5510,2024-11-16 12:24:19
5.17085,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511,2024-11-16 12:24:19
5.17096,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512,2024-11-16 12:24:19
5.17100,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5513,2024-11-16 12:24:19
5.17113,2,1552,196610,11,76,04,00,b4,d5,00,b3,e4,02,3a,92,05,e0,25,05,3a,01,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5514,2024-11-16 12:24:19
5.17115,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515,2024-11-16 12:24:19
5.17127,2,1553,196610,11,4d,11,0a,30,e6,01,0f,6c,08,cf,86,03,98,57,04,16,03,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5516,2024-11-16 12:24:19
5.17409,2,259,196610,10,eb,0c,80,07,20,0e,fc,0c,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517,2024-11-16 12:24:19
5.17609,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5518,2024-11-16 12:24:19
5.17780,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5519,2024-11-16 12:24:19
5.17809,2,259,196610,10,eb,0c,81,07,21,0e,fc,0c,68,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5520,2024-11-16 12:24:19
5.17880,1,385,2,4,27,01,00,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5521,2024-11-16 12:24:19
5.18091,2,1554,196610,11,30,e7,10,f3,33,08,69,8e,0d,ff,ff,7f,fa,d6,06,60,12,05,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5522,2024-11-16 12:24:19
5.18105,2,1555,196610,11,00,00,80,38,04,05,9e,fc,22,2f,59,06,13,b6,05,3a,02,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5523,2024-11-16 12:24:19
5.18183,2,6,196610,10,00,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5524,2024-11-16 12:24:19
5.18185,1,513,2,3,90,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5525,2024-11-16 12:24:19
5.18195,2,100,196610,10,02,00,00,00,00,00,00,00,2e,d9,12,3f,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5526,2024-11-16 12:24:19
5.18200,1,513,2,3,c4,4f,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5527,2024-11-16 12:24:19
5.18209,2,259,196610,10,ea,0c,80,07,21,0e,fa,0c,67,0f,bb,0f,92,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5528,2024-11-16 12:24:19
5.18215,1,513,2,3,c5,ff,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5529,2024-11-16 12:24:19
5.18223,2,1552,196610,11,ed,05,00,11,d1,00,52,e8,02,79,95,05,31,27,05,32,04,09,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5530,2024-11-16 12:24:19
5.18236,2,1553,196610,11,1c,11,0a,cf,ea,01,47,6f,08,80,82,03,8a,58,04,46,03,06,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5531,2024-11-16 12:24:19
5.18609,2,259,196610,10,eb,0c,7f,07,21,0e,fb,0c,66,0f,bc,0f,91,08,ff,0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5532,2024-11-16 12:24:19
5.18621,2,101,196610,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5533,2024-11-16 12:24:19
5.18774,1,385,2,4,30,00,00,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5534,2024-11-16 12:24:19
